sentence_grammatical,sentence_ungrammatical,phenomenon,paradigm,pair_ID,LS_diff,source,Good ID,Bad ID,LS_grammatical,LS_ungrammatical,LS_diff
Iris scoffs at the things I read.,Iris scoffs what I read.,LI-Adger,LI-Adger,997,1.450928525230769,Sprouse,40.1.caponigro.25b.g.06,40.1.caponigro.25b.*.06,0.9620052353846152,-0.4889232898461539,1.450928525230769
Sophie dances for the people she likes.,Sophie dances who she likes.,LI-Adger,LI-Adger,998,2.025598464692308,Sprouse,40.1.caponigro.25b.g.07,40.1.caponigro.25b.*.07,0.9624683216153844,-1.063130143076923,2.025598464692308
Eric stares at the people he envies.,Eric stares who he envies.,LI-Adger,LI-Adger,999,2.3383936358741257,Sprouse,40.1.caponigro.25b.g.08,40.1.caponigro.25b.*.08,1.186901682181818,-1.1514919536923076,2.3383936358741257
Sherry met a man who she found herself very fond of.,Sherry met a man very fond of whom she found herself.,LI-Adger,LI-Adger,1000,1.451895228,Sprouse,40.1.heck.5b.g.01,40.1.heck.5b.*.01,0.5099638006153847,-0.9419314273846152,1.451895228
Nate argued with a manager who he later found himself subordinate to.,Nate argued with a manager technically subordinate to who he later found himself.,LI-Adger,LI-Adger,1001,1.474873689307692,Sprouse,40.1.heck.5b.g.02,40.1.heck.5b.*.02,0.4117977946153846,-1.0630758946923076,1.474873689307692
Carrie fired an assistant who she later found herself to be dependent on.,Carrie fired an assistant dependent on who she later found herself.,LI-Adger,LI-Adger,1002,1.747721725230769,Sprouse,40.1.heck.5b.g.03,40.1.heck.5b.*.03,0.759803068923077,-0.9879186563076922,1.747721725230769
Pete was forced to talk to a teacher who he finds himself generally wary of.,Pete was forced to talk to a teacher generally wary of who he finds himself.,LI-Adger,LI-Adger,1003,1.3224569445944057,Sprouse,40.1.heck.5b.g.04,40.1.heck.5b.*.04,0.2774684313636363,-1.0449885132307692,1.3224569445944057
Helen listened to the advice of a doctor who she usually finds herself skeptical of.,Helen listened to the advice of a doctor usually skeptical of who she finds herself.,LI-Adger,LI-Adger,1004,1.1261377096783216,Sprouse,40.1.heck.5b.g.05,40.1.heck.5b.*.05,0.4550833587692307,-0.6710543509090908,1.1261377096783216
Cindy's mother cautioned her not to date a guy who she finds herself too similar to.,Cindy's mother cautioned her not to date a guy too similar to who she finds herself.,LI-Adger,LI-Adger,1005,1.234451290153846,Sprouse,40.1.heck.5b.g.06,40.1.heck.5b.*.06,0.5759618813846153,-0.6584894087692307,1.234451290153846
Eric began a romantic relationship with an employee who he later found himself superior to.,Eric began a romantic relationship with an employee superior to who later found himself.,LI-Adger,LI-Adger,1006,1.3038274181538465,Sprouse,40.1.heck.5b.g.07,40.1.heck.5b.*.07,0.1293598998461538,-1.1744675183076925,1.3038274181538465
Rebecca married a man who she intends to stay true to.,Rebecca married a man true to who she intends to stay.,LI-Adger,LI-Adger,1007,1.8872571973076924,Sprouse,40.1.heck.5b.g.08,40.1.heck.5b.*.08,0.9644810052307692,-0.9227761920769232,1.8872571973076924
Who bought what?,What did who buy?,LI-Adger,LI-Adger,1008,1.9265773960961536,Sprouse,40.1.stepanov.4a.g.01,40.1.stepanov.4b.*.01,0.99104960125,-0.9355277948461538,1.9265773960961536
Who said what?,What did who say?,LI-Adger,LI-Adger,1009,1.1989489796153847,Sprouse,40.1.stepanov.4a.g.02,40.1.stepanov.4b.*.02,0.8718902006923078,-0.3270587789230769,1.1989489796153847
Who ate what?,What did who eat?,LI-Adger,LI-Adger,1010,0.9795968735448718,Sprouse,40.1.stepanov.4a.g.03,40.1.stepanov.4b.*.03,0.5475893124615384,-0.4320075610833334,0.9795968735448718
Who stole what?,What did who steal?,LI-Adger,LI-Adger,1011,1.388961632801282,Sprouse,40.1.stepanov.4a.g.04,40.1.stepanov.4b.*.04,1.0030726954166669,-0.3858889373846153,1.388961632801282
Who brought what?,What did who bring?,LI-Adger,LI-Adger,1012,1.1543125583333331,Sprouse,40.1.stepanov.4a.g.05,40.1.stepanov.4b.*.05,0.736421903,-0.4178906553333333,1.1543125583333331
Who read what?,What did who read?,LI-Adger,LI-Adger,1013,1.0985296996089742,Sprouse,40.1.stepanov.4a.g.06,40.1.stepanov.4b.*.06,0.7968126249166666,-0.3017170746923076,1.0985296996089742
Who sold what?,What did who sell?,LI-Adger,LI-Adger,1014,1.5197734034423078,Sprouse,40.1.stepanov.4a.g.07,40.1.stepanov.4b.*.07,0.9994800216923078,-0.52029338175,1.5197734034423078
Who wore what?,What did who wear?,LI-Adger,LI-Adger,1015,1.1572976075,Sprouse,40.1.stepanov.4a.g.08,40.1.stepanov.4b.*.08,0.9138876051666668,-0.2434100023333333,1.1572976075
Ice cream gives me brain-freeze in the morning.,Ice cream gives me in the morning brain-freeze.,LI-Adger,LI-Adger,1016,1.5824529275128203,Sprouse,40.2.johnson.59b.g.01,40.2.johnson.59b.*.01,0.7492834318461536,-0.8331694956666666,1.5824529275128203
She baked him a cake for his birthday.,She baked him for his birthday a cake.,LI-Adger,LI-Adger,1017,2.053083894916667,Sprouse,40.2.johnson.59b.g.02,40.2.johnson.59b.*.02,1.1506759129166668,-0.902407982,2.053083894916667
John picked her some flowers before their date.,John picked her before their date some flowers.,LI-Adger,LI-Adger,1018,1.5077120922435898,Sprouse,40.2.johnson.59b.g.03,40.2.johnson.59b.*.03,0.7023497320769232,-0.8053623601666667,1.5077120922435898
He envied me my success after the promotion.,He envied me after the promotion my success.,LI-Adger,LI-Adger,1019,0.3946352389230769,Sprouse,40.2.johnson.59b.g.04,40.2.johnson.59b.*.04,-0.6420233158461539,-1.0366585547692309,0.3946352389230769
He waved them goodbye at the end of the night.,He waved them at the end of the night goodbye.,LI-Adger,LI-Adger,1020,0.7014687296153845,Sprouse,40.2.johnson.59b.g.05,40.2.johnson.59b.*.05,0.1593752338461538,-0.5420934957692307,0.7014687296153845
They brought the animals some food after the zoo closed.,They brought the animals after the zoo closed some food.,LI-Adger,LI-Adger,1021,1.9481726243846156,Sprouse,40.2.johnson.59b.g.06,40.2.johnson.59b.*.06,1.0892376397692307,-0.8589349846153846,1.9481726243846156
We built them a new house after the earthquake.,We built them after the earthquake a new house.,LI-Adger,LI-Adger,1022,2.4508687360769232,Sprouse,40.2.johnson.59b.g.07,40.2.johnson.59b.*.07,1.157504444923077,-1.2933642911538463,2.4508687360769232
She denied him the promotion after the deal fell through.,She denied him after the deal fell through the promotion.,LI-Adger,LI-Adger,1023,1.3528617945576926,Sprouse,40.2.johnson.59b.g.08,40.2.johnson.59b.*.08,1.1342877452500002,-0.2185740493076923,1.3528617945576926
Lloyd Webber musicals are easy to condemn without even watching,Lloyd Webber musicals are likely to be condemned without anyone even watching,LI-Adger,LI-Adger,1024,0.3068012257692307,Sprouse,40.4.hicks.22.g.01,40.4.hicks.23.*.01,0.4226628881538461,0.1158616623846153,0.3068012257692307
My dog is tough to groom without frightening.,My dog appears to have been groomed without anyone frightening.,LI-Adger,LI-Adger,1025,1.646896722679487,Sprouse,40.4.hicks.22.g.02,40.4.hicks.23.*.02,0.6696833938333332,-0.977213328846154,1.646896722679487
Certain fabrics are simple to cut without tearing.,Certain fabrics are likely to be cut without anyone tearing.,LI-Adger,LI-Adger,1026,1.4533630193076923,Sprouse,40.4.hicks.22.g.03,40.4.hicks.23.*.03,1.0557071857692306,-0.3976558335384616,1.4533630193076923
That movie impossible to watch without enjoying.,That movie seems to be watched without anyone enjoying.,LI-Adger,LI-Adger,1027,-0.0839938388205125,Sprouse,40.4.hicks.22.g.04,40.4.hicks.23.*.04,-0.7406797776666666,-0.656685938846154,-0.0839938388205125
This sculpture will be hard to ship without breaking.,This sculpture seems to have been shipped without anyone breaking.,LI-Adger,LI-Adger,1028,1.6944882550641025,Sprouse,40.4.hicks.22.g.05,40.4.hicks.23.*.05,1.1439121792307694,-0.5505760758333332,1.6944882550641025
Maggie is difficult to compliment without embarrassing.,Maggie is unlikely to be complimented without anyone embarrassing.,LI-Adger,LI-Adger,1029,1.452220600352564,Sprouse,40.4.hicks.22.g.06,40.4.hicks.23.*.06,0.5464149995833333,-0.9058056007692308,1.452220600352564
This door is challenging to paint without opening.,This door is unlikely to be painted without anyone opening.,LI-Adger,LI-Adger,1030,0.8802950485448718,Sprouse,40.4.hicks.22.g.07,40.4.hicks.23.*.07,0.4121271744615385,-0.4681678740833333,0.8802950485448718
My favorite cookies are tricky to bake without burning.,My favorite cookies are certain to be baked without anyone burning.,LI-Adger,LI-Adger,1031,1.429753466153846,Sprouse,40.4.hicks.22.g.08,40.4.hicks.23.*.08,0.7228982604615385,-0.7068552056923075,1.429753466153846
That Mary was going out with Luke bothered you.,Who did that Mary was going out with bother you?,LI-Adger,LI-Adger,1032,1.0645892635,Sprouse,41.1.Muller.14c.g.01,41.1.Muller.14c.*.01,-0.1676047450833333,-1.2321940085833334,1.0645892635
That the principal would fire Euclid was expected by the reporters?,Who was that the principal would fire expected by the reporters?,LI-Adger,LI-Adger,1033,0.9956886988589744,Sprouse,41.1.Muller.14c.g.02,41.1.Muller.14c.*.02,-0.4344886828333332,-1.4301773816923076,0.9956886988589744
That John's mother would ground him was anticipated by Suzette.,Who was that John's mother would ground anticipated by Suzette?,LI-Adger,LI-Adger,1034,1.112627371647436,Sprouse,41.1.Muller.14c.g.03,41.1.Muller.14c.*.03,0.0467342952307692,-1.0658930764166668,1.112627371647436
That the movers would break the vase was feared by the family.,What was that the movers would break feared by the family?,LI-Adger,LI-Adger,1035,1.01265680625,Sprouse,41.1.Muller.14c.g.04,41.1.Muller.14c.*.04,-0.1692814586666666,-1.1819382649166668,1.01265680625
That the construction workers might uncover the treasure was known by the bank robber.,What was that the construction workers might uncover known by the bank robber?,LI-Adger,LI-Adger,1036,0.8363441898205128,Sprouse,41.1.Muller.14c.g.05,41.1.Muller.14c.*.05,-0.3321455933333333,-1.168489783153846,0.8363441898205128
That the computer needed more memory was explained by the technician.,What was that the computer needed explained by the technician?,LI-Adger,LI-Adger,1037,0.3173572091538462,Sprouse,41.1.Muller.14c.g.06,41.1.Muller.14c.*.06,-0.2563410423846154,-0.5736982515384617,0.3173572091538462
That Martians kidnapped Marty was believed by no one.,Who was that Martians kidnapped believed by no one?,LI-Adger,LI-Adger,1038,0.9826312146538458,Sprouse,41.1.Muller.14c.g.07,41.1.Muller.14c.*.07,-0.1038356688461538,-1.0864668834999998,0.9826312146538458
That the jail must release the notorious killer is accepted by few citizens.,Who is that the jail must release accepted by few citizens?,LI-Adger,LI-Adger,1039,0.8475918814475527,Sprouse,41.1.Muller.14c.g.08,41.1.Muller.14c.*.08,-0.458592664090909,-1.3061845455384615,0.8475918814475527
You wonder which picture of Marge is on sale.,Who do you wonder which picture of is on sale?,LI-Adger,LI-Adger,1040,1.258271555846154,Sprouse,41.1.Muller.25b.g.01,41.1.Muller.25b.??(*).01,0.2445677785384615,-1.0137037773076925,1.258271555846154
She wonders which story about Valerie is on the front page.,Who does she wonder which story about is on the front page?,LI-Adger,LI-Adger,1041,1.8599165643076925,Sprouse,41.1.Muller.25b.g.02,41.1.Muller.25b.??(*).02,0.6041137204615384,-1.2558028438461537,1.8599165643076925
You wonder which portrait of the president is on display.,Who do you wonder which portrait of is on display?,LI-Adger,LI-Adger,1042,1.8705934003846152,Sprouse,41.1.Muller.25b.g.03,41.1.Muller.25b.??(*).03,0.7366515182307692,-1.133941882153846,1.8705934003846152
You wonder which article by Jackson is in print.,Who do you wonder which article by is in print?,LI-Adger,LI-Adger,1043,1.8541461986433567,Sprouse,41.1.Muller.25b.g.04,41.1.Muller.25b.??(*).04,0.4796049241818182,-1.3745412744615384,1.8541461986433567
You wonder which letter to Harry is in the mail.,Who do you wonder which letter to is in the mail?,LI-Adger,LI-Adger,1044,0.5649849909090909,Sprouse,41.1.Muller.25b.g.05,41.1.Muller.25b.??(*).05,-0.303557569,-0.8685425599090909,0.5649849909090909
Angela wonders which story about Elaine is online.,Who does Angela wonder which story about is online?,LI-Adger,LI-Adger,1045,1.9855778785384608,Sprouse,41.1.Muller.25b.g.06,41.1.Muller.25b.??(*).06,0.7896708123076923,-1.195907066230769,1.9855778785384608
You wonder which student of Mrs. Simpson is in trouble.,Who do you wonder which student of is in trouble?,LI-Adger,LI-Adger,1046,1.2474214283846154,Sprouse,41.1.Muller.25b.g.07,41.1.Muller.25b.??(*).07,0.1839044473076923,-1.0635169810769232,1.2474214283846154
You wonder which image of Streisand is in the display case.,Who do you wonder which image of is in the display case?,LI-Adger,LI-Adger,1047,1.805930303083333,Sprouse,41.1.Muller.25b.g.08,41.1.Muller.25b.??(*).08,0.689497014,-1.1164332890833333,1.805930303083333
The count gives me the creeps.,The count gives the creeps to me.,LI-Adger,LI-Adger,1048,1.4098907893076924,Sprouse,41.2.Bruening.3a.g.01,41.2.Bruening.3b.*.01,1.0387442741538462,-0.3711465151538461,1.4098907893076924
The lighting here gives me a headache.,The lighting here gives a headache to me.,LI-Adger,LI-Adger,1049,1.3812243744335662,Sprouse,41.2.Bruening.3a.g.02,41.2.Bruening.3b.*.02,1.1645433528181817,-0.2166810216153845,1.3812243744335662
The teacher denied George his extra credit.,The teacher denied his extra credit to George.,LI-Adger,LI-Adger,1050,1.2433312566853143,Sprouse,41.2.Bruening.3a.g.03,41.2.Bruening.3b.*.03,1.364436984230769,0.1211057275454545,1.2433312566853143
The reporter envied me my success.,The reporter envied my success to me.,LI-Adger,LI-Adger,1051,0.8151506146153846,Sprouse,41.2.Bruening.3a.g.04,41.2.Bruening.3b.*.04,-0.2997372693076923,-1.114887883923077,0.8151506146153846
The judge spared the murderer his life.,The judge spared his life to the murderer.,LI-Adger,LI-Adger,1052,1.4635111125384617,Sprouse,41.2.Bruening.3a.g.05,41.2.Bruening.3b.*.05,0.6732814803076923,-0.7902296322307694,1.4635111125384617
The IRS denied Lilly her refund.,The IRS denied her refund to Lilly.,LI-Adger,LI-Adger,1053,1.7048171171538462,Sprouse,41.2.Bruening.3a.g.06,41.2.Bruening.3b.*.06,1.1791358883076923,-0.5256812288461539,1.7048171171538462
The doctor envied the nurse her success.,The doctor envied her success to the nurse.,LI-Adger,LI-Adger,1054,0.7651812107692307,Sprouse,41.2.Bruening.3a.g.07,41.2.Bruening.3b.*.07,-0.0182155023846153,-0.7833967131538461,0.7651812107692307
The police officer spared the prisoner an ordeal.,The police officer spared an ordeal to the prisoner.,LI-Adger,LI-Adger,1055,0.9224053496923076,Sprouse,41.2.Bruening.3a.g.08,41.2.Bruening.3b.*.08,0.5580961783076923,-0.3643091713846154,0.9224053496923076
At that battle the generals who lost were given hell.,At that battle were given the generals who lost hell.,LI-Adger,LI-Adger,1056,1.412158977153846,Sprouse,41.2.Bruening.31a.g.01,41.2.Bruening.31a.*.01,0.3851969823076923,-1.0269619948461537,1.412158977153846
In that room anyone who stays long enough is given horrible headaches.,In that room is given anyone who stays long enough horrible headaches.,LI-Adger,LI-Adger,1057,1.3036459323846157,Sprouse,41.2.Bruening.31a.g.02,41.2.Bruening.31a.*.02,0.0458431046153845,-1.257802827769231,1.3036459323846157
At that time the tables we inherited from Aunt Selma were given a good scrubbing.,At that time were given the tables we inherited from Aunt Selma a good scrubbing.,LI-Adger,LI-Adger,1058,0.8664825986987178,Sprouse,41.2.Bruening.31a.g.03,41.2.Bruening.31a.*.03,-0.0075757279166666,-0.8740583266153845,0.8664825986987178
With that Supreme Court decision minorities were denied some of their rights.,With that Supreme Court decision were denied minorities some of their rights.,LI-Adger,LI-Adger,1059,1.4300181826987182,Sprouse,41.2.Bruening.31a.g.04,41.2.Bruening.31a.*.04,0.9409382236153848,-0.4890799590833334,1.4300181826987182
On that day the girls who saw me were given the creeps.,On that day were given the girls who saw me the creeps.,LI-Adger,LI-Adger,1060,1.121613281846154,Sprouse,41.2.Bruening.31a.g.05,41.2.Bruening.31a.*.05,0.0228028253076923,-1.0988104565384615,1.121613281846154
With that announcement many citizens were denied the opportunity to protest.,With that announcement were many citizens denied the opportunity to protest.,LI-Adger,LI-Adger,1061,0.8218553442027972,Sprouse,41.2.Bruening.31a.g.06,41.2.Bruening.31a.*.06,0.4035039208181818,-0.4183514233846153,0.8218553442027972
During that game the team from Illinois was given hell.,During that game was given the team from Illinois hell.,LI-Adger,LI-Adger,1062,1.479002191251748,Sprouse,41.2.Bruening.31a.g.07,41.2.Bruening.31a.*.07,0.3964214096153846,-1.0825807816363635,1.479002191251748
At that point the counters that had just been used were given a quick wipe.,At that point were given the counters that had just been used a quick wipe.,LI-Adger,LI-Adger,1063,1.8122319159230769,Sprouse,41.2.Bruening.31a.g.08,41.2.Bruening.31a.*.08,0.6441975726923077,-1.168034343230769,1.8122319159230769
The tables we inherited from Aunt Selma were given a good scrubbing at that time.,At that time were given the tables we inherited from Aunt Selma a good scrubbing.,LI-Adger,LI-Adger,1064,1.809274699371795,Sprouse,41.2.Bruening.33a.g.01,41.2.Bruening.33a.*.01,0.7946207588333333,-1.0146539405384616,1.809274699371795
The manager that I hired was denied a promotion at the end of the year. ,At the end of the year was denied the manager that I hired a promotion. ,LI-Adger,LI-Adger,1065,1.950566631692308,Sprouse,41.2.Bruening.33a.g.02,41.2.Bruening.33a.*.02,0.9489042391538464,-1.0016623925384616,1.950566631692308
The prom queen was picked some flowers before the award ceremony.,Before the award ceremony was picked the prom queen some flowers.,LI-Adger,LI-Adger,1066,0.459920743275641,Sprouse,41.2.Bruening.33a.g.03,41.2.Bruening.33a.*.03,-0.5016577273076923,-0.9615784705833332,0.459920743275641
The sick boy was baked a cake on his birthday.,On his birthday was baked the sick boy a cake.,LI-Adger,LI-Adger,1067,0.8144899236025639,Sprouse,41.2.Bruening.33a.g.04,41.2.Bruening.33a.*.04,-0.1849744371666667,-0.9994643607692306,0.8144899236025639
The actor in the blockbuster movie was envied his success at the Oscars.,At the Oscars was envied the actor in the blockbuster movie his success.,LI-Adger,LI-Adger,1068,0.8061517936794872,Sprouse,41.2.Bruening.33a.g.05,41.2.Bruening.33a.*.05,-0.0967527221538461,-0.9029045158333332,0.8061517936794872
The departing guests were waved goodbye after the dinner party.,After the dinner party were waved the departing guests goodbye.,LI-Adger,LI-Adger,1069,0.7011185640833334,Sprouse,41.2.Bruening.33a.g.06,41.2.Bruening.33a.*.06,-0.1623005159166666,-0.86341908,0.7011185640833334
The animals kept at the zoo were brought some water during the heat wave.,During the heat wave were brought the animals kept at the zoo some water.,LI-Adger,LI-Adger,1070,1.672783210346154,Sprouse,41.2.Bruening.33a.g.07,41.2.Bruening.33a.*.07,0.4914467728461538,-1.1813364375000002,1.672783210346154
The earthquake victims were built a new house during the cleanup.,During the cleanup were built the earthquake victims a new house.,LI-Adger,LI-Adger,1071,1.14982129275,Sprouse,41.2.Bruening.33a.g.08,41.2.Bruening.33a.*.08,0.1129762288333333,-1.0368450639166666,1.14982129275
The man that he gave the creeps to last night is over there.,The man that he gave the creeps last night to is over there.,LI-Adger,LI-Adger,1072,0.4897746967692308,Sprouse,41.2.Bruening.36a.g.01,41.2.Bruening.36b.*.01,-0.293131657076923,-0.7829063538461539,0.4897746967692308
The generals that Ted gave hell to yesterday are quite embarrassed,The generals that Ted gave hell yesterday to are quite embarrassed,LI-Adger,LI-Adger,1073,0.5580264077371794,Sprouse,41.2.Bruening.36a.g.02,41.2.Bruening.36b.*.02,-0.0101214964166667,-0.5681479041538461,0.5580264077371794
The people that the construction noise gave a headache to this morning are furious.,The people that the construction noise gave a headache this morning to are furious.,LI-Adger,LI-Adger,1074,0.8636428595512821,Sprouse,41.2.Bruening.36a.g.03,41.2.Bruening.36b.*.03,-0.0118130206153846,-0.8754558801666666,0.8636428595512821
The tables that the bus boy gave a good scrubbing to before closing look great.,The tables that the bus boy gave a good scrubbing before closing to look great.,LI-Adger,LI-Adger,1075,0.857818042448718,Sprouse,41.2.Bruening.36a.g.04,41.2.Bruening.36b.*.04,0.0751439318333333,-0.7826741106153846,0.857818042448718
The child that the clown gave the creeps to at the party is still upset.,The child that the clown gave the creeps at the party to is still upset.,LI-Adger,LI-Adger,1076,0.7786111805705128,Sprouse,41.2.Bruening.36a.g.05,41.2.Bruening.36b.*.05,0.0452318291538461,-0.7333793514166667,0.7786111805705128
The apprentice that Donald gave hell to on last night's program is very worried.,The apprentice that Donald gave hell on last night's program to is very worried.,LI-Adger,LI-Adger,1077,0.4693198275384616,Sprouse,41.2.Bruening.36a.g.06,41.2.Bruening.36b.*.06,-0.0171253903846153,-0.486445217923077,0.4693198275384616
The horse that the jockey gave a slap to on the track refuses to co-operate.,The horse that the jockey gave a slap on the track to refuses to co-operate.,LI-Adger,LI-Adger,1078,0.4172209914358974,Sprouse,41.2.Bruening.36a.g.07,41.2.Bruening.36b.*.07,0.2289842777692307,-0.1882367136666667,0.4172209914358974
The counter that the waitress gave a quick wipe to when we arrived was still wet.,The counter that the waitress gave a quick wipe when we arrived to was still wet.,LI-Adger,LI-Adger,1079,0.1215597923846153,Sprouse,41.2.Bruening.36a.g.08,41.2.Bruening.36b.*.08,-0.4843904301538462,-0.6059502225384615,0.1215597923846153
The men seem to have all eaten supper.,All the men seem to have all eaten supper.,LI-Adger,LI-Adger,1080,,Sprouse,41.3.Costantini.2a.g.01,41.3.Costantini.2b.??.01,,0.4306055274615384,
The boys appear to have all finished their homework.,All the boys appear to have all finished their homework.,LI-Adger,LI-Adger,1081,,Sprouse,41.3.Costantini.2a.g.02,41.3.Costantini.2b.??.02,,0.3801032639230769,
The games are likely to have all ended by now.,All the games are likely to have all ended by now.,LI-Adger,LI-Adger,1082,,Sprouse,41.3.Costantini.2a.g.03,41.3.Costantini.2b.??.03,,0.4625482857272727,
The children are certain to have all been picked up.,All the children are certain to have all been picked up.,LI-Adger,LI-Adger,1083,,Sprouse,41.3.Costantini.2a.g.04,41.3.Costantini.2b.??.04,,0.1933142729230769,
The muffins are unlikely to have all been eaten already.,All the muffins are unlikely to have all been eaten already.,LI-Adger,LI-Adger,1084,,Sprouse,41.3.Costantini.2a.g.05,41.3.Costantini.2b.??.05,,0.1211373698461538,
The campers are expected to have all eaten by 7 o'clock.,All the campers are expected to have all eaten by 7 o'clock.,LI-Adger,LI-Adger,1085,,Sprouse,41.3.Costantini.2a.g.06,41.3.Costantini.2b.??.06,,0.254379982076923,
The transmitters seem to have all failed simultaneously.,All the transmitters seem to have all failed simultaneously.,LI-Adger,LI-Adger,1086,,Sprouse,41.3.Costantini.2a.g.07,41.3.Costantini.2b.??.07,,0.4460746598461538,
The postal workers seem to have all taken a break at the same time.,All the postal workers seem to have all taken a break at the same time.,LI-Adger,LI-Adger,1087,,Sprouse,41.3.Costantini.2a.g.08,41.3.Costantini.2b.??.08,,0.7436615267692308,
I am now hiring people for John to work with.,I am now hiring for John to work with.,LI-Adger,LI-Adger,1088,1.5539988128525644,Sprouse,41.3.Landau.7b.g.01,41.3.Landau.7b.*.01,0.5831225097692309,-0.9708763030833336,1.5539988128525644
Fred leased a car for his son to drive.,Fred leased for his son to drive.,LI-Adger,LI-Adger,1089,1.7422143261794871,Sprouse,41.3.Landau.7b.g.02,41.3.Landau.7b.*.02,0.9250100343333336,-0.8172042918461538,1.7422143261794871
Jaden ordered a dress for her sister to wear to the dance.,Jaden ordered for her sister to wear to the dance.,LI-Adger,LI-Adger,1090,2.148990498730769,Sprouse,41.3.Landau.7b.g.03,41.3.Landau.7b.*.03,0.8999141922307692,-1.2490763065,2.148990498730769
Shannon stole food for her family to enjoy.,Shannon stole for her family to enjoy.,LI-Adger,LI-Adger,1091,1.6284175976153847,Sprouse,41.3.Landau.7b.g.04,41.3.Landau.7b.*.04,0.9790409595384616,-0.649376638076923,1.6284175976153847
Mr. Parker rents an apartment for his mother to stay in.,Mr. Parker rents for his mother to stay in.,LI-Adger,LI-Adger,1092,1.9896848824615383,Sprouse,41.3.Landau.7b.g.05,41.3.Landau.7b.*.05,0.9002120413846153,-1.0894728410769232,1.9896848824615383
Mr. Feldon saves money for his family to use in an emergency.,Mr. Feldon saves for his family to use in an emergency.,LI-Adger,LI-Adger,1093,1.4083282720769232,Sprouse,41.3.Landau.7b.g.06,41.3.Landau.7b.*.06,0.9045103940769232,-0.503817878,1.4083282720769232
Ms. Murphy wrote a textbook for her students to use.,Ms. Murphy wrote for her students to use.,LI-Adger,LI-Adger,1094,1.7918886195384611,Sprouse,41.3.Landau.7b.g.07,41.3.Landau.7b.*.07,1.1133481593076922,-0.6785404602307691,1.7918886195384611
Mrs. Phelps knitted a sweater for her dog to wear.,Mrs. Phelps knitted for her dog to wear.,LI-Adger,LI-Adger,1095,2.2885835489871797,Sprouse,41.3.Landau.7b.g.08,41.3.Landau.7b.*.08,1.2419437958333333,-1.0466397531538465,2.2885835489871797
The game was played wearing no shoes.,The game was played shoeless.,LI-Adger,LI-Adger,1096,-0.1493083789102564,Sprouse,41.3.Landau.10a.g.01,41.3.Landau.10b.*.01,0.7190710029230769,0.8683793818333333,-0.1493083789102564
The club was entered wearing no shirt.,The club was entered shirtless.,LI-Adger,LI-Adger,1097,-0.2387473603846154,Sprouse,41.3.Landau.10a.g.02,41.3.Landau.10b.*.02,-0.9499753186923078,-0.7112279583076924,-0.2387473603846154
The bed was slept in wearing no clothes.,The bed was slept in naked.,LI-Adger,LI-Adger,1098,-0.677483280153846,Sprouse,41.3.Landau.10a.g.03,41.3.Landau.10b.*.03,-1.0002950139230768,-0.3228117337692308,-0.677483280153846
The summit was reached sweating profusely.,The summit was reached sweaty.,LI-Adger,LI-Adger,1099,0.1139392685384614,Sprouse,41.3.Landau.10a.g.04,41.3.Landau.10b.*.04,-0.799381075923077,-0.9133203444615384,0.1139392685384614
The bottle was smashed while being drunk.,The bottle was smashed drunk.,LI-Adger,LI-Adger,1100,0.8832883777692306,Sprouse,41.3.Landau.10a.g.05,41.3.Landau.10b.*.05,-0.3361124286923077,-1.2194008064615385,0.8832883777692306
The papers were graded while being bored.,The papers were graded bored.,LI-Adger,LI-Adger,1101,0.3773081566923079,Sprouse,41.3.Landau.10a.g.06,41.3.Landau.10b.*.06,-0.858010171,-1.235318327692308,0.3773081566923079
The car was driven while being tired.,The car was driven tired.,LI-Adger,LI-Adger,1102,-0.1096763472115384,Sprouse,41.3.Landau.10a.g.07,41.3.Landau.10b.*.07,-0.7947312534615384,-0.68505490625,-0.1096763472115384
The question was answered feeling nervous.,The question was answered nervous.,LI-Adger,LI-Adger,1103,0.1034728030897436,Sprouse,41.3.Landau.10a.g.08,41.3.Landau.10b.*.08,-0.9782071848333334,-1.081679987923077,0.1034728030897436
I told Mr. Smith that I wonder when to paint the fence together.,I told Mr. Smith that I am able to paint the fence together.,LI-Adger,LI-Adger,1104,0.0733271210769232,Sprouse,41.3.Landau.24c.g.01,41.3.Landau.25c.*.01,-0.4852405226923077,-0.558567643769231,0.0733271210769232
Mr. Fender realized that his wife hated to kiss in front of the kids.,Mr. Fender realized that his wife started to kiss in front of the kids.,LI-Adger,LI-Adger,1105,1.1169527171538465,Sprouse,41.3.Landau.24c.g.02,41.3.Landau.25c.*.02,0.940246881,-0.1767058361538461,1.1169527171538465
We knew that Prof. Barnacle arranged to meet after class.,We knew that Prof. Barnacle remembered to meet after class.,LI-Adger,LI-Adger,1106,0.3636583313076924,Sprouse,41.3.Landau.24c.g.03,41.3.Landau.25c.*.03,0.7158268796153847,0.3521685483076923,0.3636583313076924
I informed Stan that I wanted to wash the car together.,I informed Stan that I must wash the car together.,LI-Adger,LI-Adger,1107,1.8232390945076924,Sprouse,41.3.Landau.24c.g.04,41.3.Landau.25c.*.04,0.8258509132,-0.9973881813076922,1.8232390945076924
