sentence_grammatical,sentence_ungrammatical,source,paradigm,phenomenon,LS_grammatical,LS_ungrammatical,LS_diff,pair_ID
Aaron might kiss himself.,Aaron might kiss themselves.,blimp,anaphor_number_agreement,anaphor_agreement,,,,424
George had bothered himself.,George had bothered themselves.,blimp,anaphor_number_agreement,anaphor_agreement,,,,425
Donald respected himself.,Donald respected themselves.,blimp,anaphor_number_agreement,anaphor_agreement,,,,426
Some men dislike themselves.,Some men dislike itself.,blimp,anaphor_number_agreement,anaphor_agreement,,,,427
Kevin wasn't disturbing himself.,Kevin wasn't disturbing themselves.,blimp,anaphor_number_agreement,anaphor_agreement,,,,428
Emily had distracted herself.,Emily had distracted themselves.,blimp,anaphor_number_agreement,anaphor_agreement,,,,429
The broken couch wasn't lost.,The broke couch wasn't lost.,blimp,irregular_past_participle_adjectives,irregular_forms,,,,430
The broken forks were old.,The broke forks were old.,blimp,irregular_past_participle_adjectives,irregular_forms,,,,431
The hidden mountain wasn't small.,The hid mountain wasn't small.,blimp,irregular_past_participle_adjectives,irregular_forms,,,,432
The broken couch was smooth.,The broke couch was smooth.,blimp,irregular_past_participle_adjectives,irregular_forms,,,,433
The forgotten boys are exposed.,The forgot boys are exposed.,blimp,irregular_past_participle_adjectives,irregular_forms,,,,434
The worn sweater was hidden.,The wore sweater was hidden.,blimp,irregular_past_participle_adjectives,irregular_forms,,,,435
The taken muffins weren't important.,The took muffins weren't important.,blimp,irregular_past_participle_adjectives,irregular_forms,,,,436
The forgotten people aren't unemployed.,The forgot people aren't unemployed.,blimp,irregular_past_participle_adjectives,irregular_forms,,,,437
The broken couches are important.,The broke couches are important.,blimp,irregular_past_participle_adjectives,irregular_forms,,,,438
The hidden face isn't big.,The hid face isn't big.,blimp,irregular_past_participle_adjectives,irregular_forms,,,,439
Even some skateboards clearly rust.,Even some skateboards ever rust.,blimp,npi_present_1,npi_licensing,,,,440
Even Cynthia had often examined essays.,Even Cynthia had ever examined essays.,blimp,npi_present_1,npi_licensing,,,,441
Even Vanessa might clearly forget who mutter.,Even Vanessa might ever forget who mutter.,blimp,npi_present_1,npi_licensing,,,,442
Even some boxes would certainly annoy the Borgias.,Even some boxes would ever annoy the Borgias.,blimp,npi_present_1,npi_licensing,,,,443
Even those teenagers often walk through a lot of restaurants.,Even those teenagers ever walk through a lot of restaurants.,blimp,npi_present_1,npi_licensing,,,,444
Even Tiffany will really forget who vanishes.,Even Tiffany will ever forget who vanishes.,blimp,npi_present_1,npi_licensing,,,,445
Even April really plays.,Even April ever plays.,blimp,npi_present_1,npi_licensing,,,,446
Even Jerry also visited these schools.,Even Jerry ever visited these schools.,blimp,npi_present_1,npi_licensing,,,,447
Even this dancer had really tried to pass the Great Lakes.,Even this dancer had ever tried to pass the Great Lakes.,blimp,npi_present_1,npi_licensing,,,,448
Even a lot of guys often communicated.,Even a lot of guys ever communicated.,blimp,npi_present_1,npi_licensing,,,,449
A lamp fades.,A lamp admires.,blimp,inchoative,argument_structure,,,,450
Clyde couldn't hurt.,Clyde couldn't like.,blimp,inchoative,argument_structure,,,,451
That library worried.,That library embarrasses.,blimp,inchoative,argument_structure,,,,452
Jennifer didn't stretch.,Jennifer didn't argue about.,blimp,inchoative,argument_structure,,,,453
The box shut.,The box reveals.,blimp,inchoative,argument_structure,,,,454
Matt's friend changes.,Matt's friend loves.,blimp,inchoative,argument_structure,,,,455
Beverly hadn't stood up.,Beverly hadn't approached.,blimp,inchoative,argument_structure,,,,456
Jason is washing.,Jason is working with.,blimp,inchoative,argument_structure,,,,457
Some spotlights will brighten.,Some spotlights will see.,blimp,inchoative,argument_structure,,,,458
Julie stood up.,Julie worked with.,blimp,inchoative,argument_structure,,,,459
Phillip forgot what some senator that was escaping from Stacy goes to.,Phillip forgot that some senator that was escaping from Stacy goes to.,blimp,wh_vs_that_with_gap_long_distance,filler_gap_dependency,,,,460
David investigated what a child that studied hadn't dropped by.,David investigated that a child that studied hadn't dropped by.,blimp,wh_vs_that_with_gap_long_distance,filler_gap_dependency,,,,461
Jane won't forget who these cashiers that shocked Guy respect.,Jane won't forget that these cashiers that shocked Guy respect.,blimp,wh_vs_that_with_gap_long_distance,filler_gap_dependency,,,,462
Jeffrey remembers what this customer that will forfeit hasn't argued about.,Jeffrey remembers that this customer that will forfeit hasn't argued about.,blimp,wh_vs_that_with_gap_long_distance,filler_gap_dependency,,,,463
Beverly wasn't concealing who every alumnus that isn't alarming that cashier talks to.,Beverly wasn't concealing that every alumnus that isn't alarming that cashier talks to.,blimp,wh_vs_that_with_gap_long_distance,filler_gap_dependency,,,,464
All people find out who this waiter that isn't cleaning all dresses admires.,All people find out that this waiter that isn't cleaning all dresses admires.,blimp,wh_vs_that_with_gap_long_distance,filler_gap_dependency,,,,465
Todd had forgotten who all committees that weren't worrying Diane aren't talking to.,Todd had forgotten that all committees that weren't worrying Diane aren't talking to.,blimp,wh_vs_that_with_gap_long_distance,filler_gap_dependency,,,,466
A lot of companies reveal what many essays that won had sounded like.,A lot of companies reveal that many essays that won had sounded like.,blimp,wh_vs_that_with_gap_long_distance,filler_gap_dependency,,,,467
Melanie realized who many adults that hadn't upset Donna escaped from.,Melanie realized that many adults that hadn't upset Donna escaped from.,blimp,wh_vs_that_with_gap_long_distance,filler_gap_dependency,,,,468
Kayla concealed who a lot of guests that were scaring many people complain about.,Kayla concealed that a lot of guests that were scaring many people complain about.,blimp,wh_vs_that_with_gap_long_distance,filler_gap_dependency,,,,469
Most banks remember that many teachers can't like that mountain.,Most banks remember what many teachers can't like that mountain.,blimp,wh_vs_that_no_gap,filler_gap_dependency,,,,470
Patricia reveals that those children sell every bird.,Patricia reveals what those children sell every bird.,blimp,wh_vs_that_no_gap,filler_gap_dependency,,,,471
This government had investigated that all governments weren't buying dresses.,This government had investigated what all governments weren't buying dresses.,blimp,wh_vs_that_no_gap,filler_gap_dependency,,,,472
Linda hadn't forgotten that this patient kisses Kimberley.,Linda hadn't forgotten who this patient kisses Kimberley.,blimp,wh_vs_that_no_gap,filler_gap_dependency,,,,473
Cynthia hasn't investigated that the man attacks Sara.,Cynthia hasn't investigated who the man attacks Sara.,blimp,wh_vs_that_no_gap,filler_gap_dependency,,,,474
Jerry is remembering that dancers visit Jessica.,Jerry is remembering who dancers visit Jessica.,blimp,wh_vs_that_no_gap,filler_gap_dependency,,,,475
Donna hasn't learned that pedestrians were running around the mountain.,Donna hasn't learned what pedestrians were running around the mountain.,blimp,wh_vs_that_no_gap,filler_gap_dependency,,,,476
Vincent hadn't remembered that every student researched some mall.,Vincent hadn't remembered what every student researched some mall.,blimp,wh_vs_that_no_gap,filler_gap_dependency,,,,477
John can't realize that many cakes impress Paula.,John can't realize who many cakes impress Paula.,blimp,wh_vs_that_no_gap,filler_gap_dependency,,,,478
Those legislatures know that every doctor could exit art galleries.,Those legislatures know what every doctor could exit art galleries.,blimp,wh_vs_that_no_gap,filler_gap_dependency,,,,479
Irene can reference one fast employee and most waitresses can reference three.,Irene can reference one employee and most waitresses can reference three fast.,blimp,ellipsis_n_bar_1,ellipsis,,,,480
Some association was aggravating three clever ladies and some restaurant was aggravating at least as many.,Some association was aggravating three ladies and some restaurant was aggravating at least as many clever.,blimp,ellipsis_n_bar_1,ellipsis,,,,481
Colleen's students hadn't sounded like three long essays and Mark hadn't sounded like almost as many.,Colleen's students hadn't sounded like three essays and Mark hadn't sounded like almost as many long.,blimp,ellipsis_n_bar_1,ellipsis,,,,482
Most guys clean one small couch and that boy's nephews clean few.,Most guys clean one couch and that boy's nephews clean few small.,blimp,ellipsis_n_bar_1,ellipsis,,,,483
Ella's students ascended a few purple ladders and some ladies ascended a lot.,Ella's students ascended a few ladders and some ladies ascended a lot purple.,blimp,ellipsis_n_bar_1,ellipsis,,,,484
Noah is describing one displeased lawyer and Stephanie is describing five.,Noah is describing one lawyer and Stephanie is describing five displeased.,blimp,ellipsis_n_bar_1,ellipsis,,,,485
A grandmother of the customer would argue about three nice podiatrists and an association would argue about more.,A grandmother of the customer would argue about three podiatrists and an association would argue about more nice.,blimp,ellipsis_n_bar_1,ellipsis,,,,486
Those birds climb down one out in the open mountain and Carol's handymen climb down three.,Those birds climb down one mountain and Carol's handymen climb down three out in the open.,blimp,ellipsis_n_bar_1,ellipsis,,,,487
Sonia examines one displeased nephew of and an actress examines two.,Sonia examines one nephew of and an actress examines two displeased.,blimp,ellipsis_n_bar_1,ellipsis,,,,488
These glasses distract four concealed mentees and some sweaters distract five.,These glasses distract four mentees and some sweaters distract five concealed.,blimp,ellipsis_n_bar_1,ellipsis,,,,489
Sharon was upset.,Sharon was complained.,blimp,passive_2,argument_structure,,,,490
Many hospitals aren't disliked.,Many hospitals aren't coped.,blimp,passive_2,argument_structure,,,,491
These brothers of Steven are disagreed with.,These brothers of Steven are fallen asleep.,blimp,passive_2,argument_structure,,,,492
Melinda wasn't confused.,Melinda wasn't murmured.,blimp,passive_2,argument_structure,,,,493
Some company isn't investigated.,Some company isn't negotiated.,blimp,passive_2,argument_structure,,,,494
Leslie's piano teachers were hired.,Leslie's piano teachers were flirted.,blimp,passive_2,argument_structure,,,,495
Teresa's dermatologists weren't impressed.,Teresa's dermatologists weren't interacted.,blimp,passive_2,argument_structure,,,,496
Scott isn't left.,Scott isn't spoken up.,blimp,passive_2,argument_structure,,,,497
Patients weren't left.,Patients weren't conspired.,blimp,passive_2,argument_structure,,,,498
The men weren't hugged.,The men weren't responded.,blimp,passive_2,argument_structure,,,,499
What cashiers has Keith attacked?,What has Keith attacked cashiers?,blimp,left_branch_island_simple_question,island_effects,,,,500
Which students has Russell praised?,Which has Russell praised students?,blimp,left_branch_island_simple_question,island_effects,,,,501
Which pamphlets would Alicia criticize?,Which would Alicia criticize pamphlets?,blimp,left_branch_island_simple_question,island_effects,,,,502
Which person had Alice listened to?,Which had Alice listened to person?,blimp,left_branch_island_simple_question,island_effects,,,,503
What drivers did this actor fire?,What did this actor fire drivers?,blimp,left_branch_island_simple_question,island_effects,,,,504
Which ladies has Erin observed?,Which has Erin observed ladies?,blimp,left_branch_island_simple_question,island_effects,,,,505
What girl can Janice approach?,What can Janice approach girl?,blimp,left_branch_island_simple_question,island_effects,,,,506
Whose phenomena had Nicole boasted about?,Whose had Nicole boasted about phenomena?,blimp,left_branch_island_simple_question,island_effects,,,,507
Which oasis should Carl explore?,Which should Carl explore oasis?,blimp,left_branch_island_simple_question,island_effects,,,,508
Which adult has Patricia respected?,Which has Patricia respected adult?,blimp,left_branch_island_simple_question,island_effects,,,,509
A waiter hid that cucumber.,A waiter hidden that cucumber.,blimp,irregular_past_participle_verbs,irregular_forms,,,,510
Clyde took most bananas.,Clyde taken most bananas.,blimp,irregular_past_participle_verbs,irregular_forms,,,,511
All guys hid Angela.,All guys hidden Angela.,blimp,irregular_past_participle_verbs,irregular_forms,,,,512
Marcus went fishing.,Marcus gone fishing.,blimp,irregular_past_participle_verbs,irregular_forms,,,,513
Many blouses shrank.,Many blouses shrunk.,blimp,irregular_past_participle_verbs,irregular_forms,,,,514
Grace got fired.,Grace gotten fired.,blimp,irregular_past_participle_verbs,irregular_forms,,,,515
Dawn broke that plane.,Dawn broken that plane.,blimp,irregular_past_participle_verbs,irregular_forms,,,,516
These drivers came here.,These drivers come here.,blimp,irregular_past_participle_verbs,irregular_forms,,,,517
Eric took computers.,Eric taken computers.,blimp,irregular_past_participle_verbs,irregular_forms,,,,518
Those mushrooms went bad.,Those mushrooms gone bad.,blimp,irregular_past_participle_verbs,irregular_forms,,,,519
A lot of students find it to be not so weird that Curtis hasn't cared for this guy.,A lot of students might push it to be not so weird that Curtis hasn't cared for this guy.,blimp,expletive_it_object_raising,control_raising,,,,520
All organizations needed it to be uninteresting that Rachelle wasn't scratching.,All organizations can prod it to be uninteresting that Rachelle wasn't scratching.,blimp,expletive_it_object_raising,control_raising,,,,521
These children predict it to be clear that this unicycle falls apart.,These children obligate it to be clear that this unicycle falls apart.,blimp,expletive_it_object_raising,control_raising,,,,522
Craig's ex-wives discover it to be unfortunate that Mitchell exercised.,Craig's ex-wives had implored it to be unfortunate that Mitchell exercised.,blimp,expletive_it_object_raising,control_raising,,,,523
Jacqueline's partner is anticipating it to be unpleasant that Michael shrugged.,Jacqueline's partner had induced it to be unpleasant that Michael shrugged.,blimp,expletive_it_object_raising,control_raising,,,,524
The companies had anticipated it to be boring that all governments were conferring.,The companies asked it to be boring that all governments were conferring.,blimp,expletive_it_object_raising,control_raising,,,,525
Julie had discovered it to be interesting that Sarah badgered Candice's classmate to arrive at some high schools.,Julie has compelled it to be interesting that Sarah badgered Candice's classmate to arrive at some high schools.,blimp,expletive_it_object_raising,control_raising,,,,526
Todd couldn't expect it to be normal that some planes roll.,Todd hasn't forced it to be normal that some planes roll.,blimp,expletive_it_object_raising,control_raising,,,,527
The banks needed it to be noteworthy that Stacey arrived at every bank.,The banks convince it to be noteworthy that Stacey arrived at every bank.,blimp,expletive_it_object_raising,control_raising,,,,528
Gregory will want it to be not so funny that Laurie hasn't sneezed.,Gregory hadn't prodded it to be not so funny that Laurie hasn't sneezed.,blimp,expletive_it_object_raising,control_raising,,,,529
Jane washes Stephen.,Jane speaks up Stephen.,blimp,causative,argument_structure,,,,530
Brenda didn't melt this lake.,Brenda didn't appear this lake.,blimp,causative,argument_structure,,,,531
Some girl hides the lady.,Some girl exercised the lady.,blimp,causative,argument_structure,,,,532
Donald had hurt some sister of Danielle.,Donald had gotten a job some sister of Danielle.,blimp,causative,argument_structure,,,,533
Richard would freeze this ice.,Richard would waste away this ice.,blimp,causative,argument_structure,,,,534
Benjamin wasn't crashing all cars.,Benjamin wasn't vanishing all cars.,blimp,causative,argument_structure,,,,535
Florence wasn't moving the waitresses.,Florence wasn't disagreeing the waitresses.,blimp,causative,argument_structure,,,,536
Liam isn't closing some door.,Liam isn't disappearing some door.,blimp,causative,argument_structure,,,,537
Wayne was crumpling a glove.,Wayne was disappearing a glove.,blimp,causative,argument_structure,,,,538
Connie wasn't stretching Alan.,Connie wasn't shouting Alan.,blimp,causative,argument_structure,,,,539
Jeffrey hasn't criticized Donald.,Jeffrey haven't criticized Donald.,blimp,regular_plural_subject_verb_agreement_1,subject_verb_agreement,,,,540
Carol works with Monica.,Carol work with Monica.,blimp,regular_plural_subject_verb_agreement_1,subject_verb_agreement,,,,541
This pedestrian escapes from a lot of movie theaters.,This pedestrian escape from a lot of movie theaters.,blimp,regular_plural_subject_verb_agreement_1,subject_verb_agreement,,,,542
Those legislatures forget Leslie.,Those legislatures forgets Leslie.,blimp,regular_plural_subject_verb_agreement_1,subject_verb_agreement,,,,543
Amy drops by a lot of rivers.,Amy drop by a lot of rivers.,blimp,regular_plural_subject_verb_agreement_1,subject_verb_agreement,,,,544
That movie hasn't alarmed Julie.,That movie haven't alarmed Julie.,blimp,regular_plural_subject_verb_agreement_1,subject_verb_agreement,,,,545
A lot of ladies watch Steve.,A lot of ladies watches Steve.,blimp,regular_plural_subject_verb_agreement_1,subject_verb_agreement,,,,546
Theresa explores that library.,Theresa explore that library.,blimp,regular_plural_subject_verb_agreement_1,subject_verb_agreement,,,,547
Tracy has exited that mountain.,Tracy have exited that mountain.,blimp,regular_plural_subject_verb_agreement_1,subject_verb_agreement,,,,548
Bradley isn't selling this mushroom.,Bradley weren't selling this mushroom.,blimp,regular_plural_subject_verb_agreement_1,subject_verb_agreement,,,,549
Tina did say that she has worried Kristin.,Tina did say that herself has worried Kristin.,blimp,principle_A_case_1,binding,,,,550
All women haven't thought that they cure Grace.,All women haven't thought that themselves cure Grace.,blimp,principle_A_case_1,binding,,,,551
Patrick has imagined that he questioned that person.,Patrick has imagined that himself questioned that person.,blimp,principle_A_case_1,binding,,,,552
Brenda isn't thinking that she was aggravating the waitress.,Brenda isn't thinking that herself was aggravating the waitress.,blimp,principle_A_case_1,binding,,,,553
Most ladies say that they irritated Linda.,Most ladies say that themselves irritated Linda.,blimp,principle_A_case_1,binding,,,,554
Chad explained that he scans many plays.,Chad explained that himself scans many plays.,blimp,principle_A_case_1,binding,,,,555
Some cashiers aren't imagining that they aren't touring some movie theater.,Some cashiers aren't imagining that themselves aren't touring some movie theater.,blimp,principle_A_case_1,binding,,,,556
All people explain that they could explore this mall.,All people explain that themselves could explore this mall.,blimp,principle_A_case_1,binding,,,,557
Kristin explains that she investigated Brett.,Kristin explains that herself investigated Brett.,blimp,principle_A_case_1,binding,,,,558
Stephanie explained that she won't ascend many mountains.,Stephanie explained that herself won't ascend many mountains.,blimp,principle_A_case_1,binding,,,,559
Kathleen hadn't hired Keith.,Some glove hadn't hired Keith.,blimp,animate_subject_trans,s-selection,,,,560
Monet is hiding some guys.,Every turtle is hiding some guys.,blimp,animate_subject_trans,s-selection,,,,561
Scott did discuss Richard.,That pasta did discuss Richard.,blimp,animate_subject_trans,s-selection,,,,562
Samantha hates Valerie.,A mushroom hates Valerie.,blimp,animate_subject_trans,s-selection,,,,563
All organizations should describe David.,Some cars should describe David.,blimp,animate_subject_trans,s-selection,,,,564
Melissa is talking to Gregory.,Some ladder is talking to Gregory.,blimp,animate_subject_trans,s-selection,,,,565
Rose isn't fleeing from Guy.,Politics isn't fleeing from Guy.,blimp,animate_subject_trans,s-selection,,,,566
People hadn't escaped from Erin.,Most chairs hadn't escaped from Erin.,blimp,animate_subject_trans,s-selection,,,,567
Some doctor shouldn't attack the boys.,This ice shouldn't attack the boys.,blimp,animate_subject_trans,s-selection,,,,568
Russell hates Cynthia.,That movie hates Cynthia.,blimp,animate_subject_trans,s-selection,,,,569
The patients grin.,The patient grin.,blimp,regular_plural_subject_verb_agreement_2,subject_verb_agreement,,,,570
The patient wasn't donating.,The patients wasn't donating.,blimp,regular_plural_subject_verb_agreement_2,subject_verb_agreement,,,,571
The scarves dry.,The scarf dry.,blimp,regular_plural_subject_verb_agreement_2,subject_verb_agreement,,,,572
The driver hasn't stood up.,The drivers hasn't stood up.,blimp,regular_plural_subject_verb_agreement_2,subject_verb_agreement,,,,573
The lady researches the play.,The ladies researches the play.,blimp,regular_plural_subject_verb_agreement_2,subject_verb_agreement,,,,574
The waiters pass the grocery stores.,The waiter pass the grocery stores.,blimp,regular_plural_subject_verb_agreement_2,subject_verb_agreement,,,,575
The sock unfolds.,The socks unfolds.,blimp,regular_plural_subject_verb_agreement_2,subject_verb_agreement,,,,576
The association hasn't loved the documentaries.,The associations hasn't loved the documentaries.,blimp,regular_plural_subject_verb_agreement_2,subject_verb_agreement,,,,577
The actresses disagree with Helen.,The actress disagree with Helen.,blimp,regular_plural_subject_verb_agreement_2,subject_verb_agreement,,,,578
The patients haven't spoken up.,The patient haven't spoken up.,blimp,regular_plural_subject_verb_agreement_2,subject_verb_agreement,,,,579
Sara was insulting what student?,What was Sara insulting student?,blimp,left_branch_island_echo_question,island_effects,,,,580
Christopher was boycotting which museums?,Which was Christopher boycotting museums?,blimp,left_branch_island_echo_question,island_effects,,,,581
Every turtle is ascending what stairs?,What is every turtle ascending stairs?,blimp,left_branch_island_echo_question,island_effects,,,,582
These commentaries were disagreeing with what boys?,What were these commentaries disagreeing with boys?,blimp,left_branch_island_echo_question,island_effects,,,,583
Paula had messed up whose school?,Whose had Paula messed up school?,blimp,left_branch_island_echo_question,island_effects,,,,584
Every lady has discovered whose committees?,Whose has every lady discovered committees?,blimp,left_branch_island_echo_question,island_effects,,,,585
This student has seen which mirrors?,Which has this student seen mirrors?,blimp,left_branch_island_echo_question,island_effects,,,,586
Chad is astounding whose hospital?,Whose is Chad astounding hospital?,blimp,left_branch_island_echo_question,island_effects,,,,587
Brian had thought about which museum?,Which had Brian thought about museum?,blimp,left_branch_island_echo_question,island_effects,,,,588
Connie has insulted which guys?,Which has Connie insulted guys?,blimp,left_branch_island_echo_question,island_effects,,,,589
Most rivers were biked to by some guests.,Most rivers were biked to by some bicycle.,blimp,animate_subject_passive,s-selection,,,,590
Douglas was fired by some driver.,Douglas was fired by some skateboards.,blimp,animate_subject_passive,s-selection,,,,591
Every library wasn't explored by the students.,Every library wasn't explored by the plays.,blimp,animate_subject_passive,s-selection,,,,592
Benjamin was hugged by the woman.,Benjamin was hugged by the essay.,blimp,animate_subject_passive,s-selection,,,,593
Every picture isn't brought by the drivers.,Every picture isn't brought by the nucleus.,blimp,animate_subject_passive,s-selection,,,,594
Many dresses weren't cleaned by some woman.,Many dresses weren't cleaned by some boxes.,blimp,animate_subject_passive,s-selection,,,,595
Brett isn't helped by the child.,Brett isn't helped by the mice.,blimp,animate_subject_passive,s-selection,,,,596
Every snake wasn't thought about by the students.,Every snake wasn't thought about by the sketches.,blimp,animate_subject_passive,s-selection,,,,597
David isn't cared for by some actresses.,David isn't cared for by some cars.,blimp,animate_subject_passive,s-selection,,,,598
Dawn wasn't talked about by some driver.,Dawn wasn't talked about by some paralyses.,blimp,animate_subject_passive,s-selection,,,,599
The sister of a lot of drivers responds.,The sister of a lot of drivers respond.,blimp,distractor_agreement_relational_noun,subject_verb_agreement,,,,600
A drawing of the movie theaters hasn't worried Heather.,A drawing of the movie theaters haven't worried Heather.,blimp,distractor_agreement_relational_noun,subject_verb_agreement,,,,601
The grandfathers of Ella scare Steven.,The grandfathers of Ella scares Steven.,blimp,distractor_agreement_relational_noun,subject_verb_agreement,,,,602
A picture of those carriages does impress a woman.,A picture of those carriages do impress a woman.,blimp,distractor_agreement_relational_noun,subject_verb_agreement,,,,603
A granddaughter of the Impressionists wasn't lifting a convertible.,A granddaughter of the Impressionists aren't lifting a convertible.,blimp,distractor_agreement_relational_noun,subject_verb_agreement,,,,604
The sisters of Alan do win.,The sisters of Alan does win.,blimp,distractor_agreement_relational_noun,subject_verb_agreement,,,,605
A cousin of most waiters doesn't order Cynthia to bake.,A cousin of most waiters don't order Cynthia to bake.,blimp,distractor_agreement_relational_noun,subject_verb_agreement,,,,606
A daughter of the pedestrians hasn't discovered who is shrugging.,A daughter of the pedestrians haven't discovered who is shrugging.,blimp,distractor_agreement_relational_noun,subject_verb_agreement,,,,607
The commentaries about literature haven't annoyed Grace.,The commentaries about literature hasn't annoyed Grace.,blimp,distractor_agreement_relational_noun,subject_verb_agreement,,,,608
The pamphlets about Monet have sounded like public parks.,The pamphlets about Monet has sounded like public parks.,blimp,distractor_agreement_relational_noun,subject_verb_agreement,,,,609
No girl is passing fewer than eight schools.,No girl is passing at most eight schools.,blimp,superlative_quantifiers_1,quantifiers,,,,610
No girl might criticize more than four closets.,No girl might criticize at least four closets.,blimp,superlative_quantifiers_1,quantifiers,,,,611
No legislature had loved fewer than six stories.,No legislature had loved at most six stories.,blimp,superlative_quantifiers_1,quantifiers,,,,612
No teacher can drive to more than seven museums.,No teacher can drive to at least seven museums.,blimp,superlative_quantifiers_1,quantifiers,,,,613
No cashier will kiss fewer than three girls.,No cashier will kiss at most three girls.,blimp,superlative_quantifiers_1,quantifiers,,,,614
No pedestrian does clean fewer than six movie theaters.,No pedestrian does clean at most six movie theaters.,blimp,superlative_quantifiers_1,quantifiers,,,,615
No hospital does remember more than five libraries.,No hospital does remember at least five libraries.,blimp,superlative_quantifiers_1,quantifiers,,,,616
No driver discovered fewer than nine teenagers.,No driver discovered at most nine teenagers.,blimp,superlative_quantifiers_1,quantifiers,,,,617
No person had observed fewer than six students.,No person had observed at most six students.,blimp,superlative_quantifiers_1,quantifiers,,,,618
No lady toured more than five grocery stores.,No lady toured at least five grocery stores.,blimp,superlative_quantifiers_1,quantifiers,,,,619
Sonia is thinking about herself dropping by a hospital.,Sonia is thinking about herself drops by a hospital.,blimp,principle_A_case_2,binding,,,,620
The universities forget about themselves describing Brian.,The universities forget about themselves describe Brian.,blimp,principle_A_case_2,binding,,,,621
Harvard University thinks about itself worrying the university.,Harvard University thinks about itself worried the university.,blimp,principle_A_case_2,binding,,,,622
All actresses thought about themselves kissing Michelle.,All actresses thought about themselves kissed Michelle.,blimp,principle_A_case_2,binding,,,,623
Connie thinks about herself watching Richard.,Connie thinks about herself watches Richard.,blimp,principle_A_case_2,binding,,,,624
Paul wasn't imagining himself investigating Grace.,Paul wasn't imagining himself investigates Grace.,blimp,principle_A_case_2,binding,,,,625
Dennis hasn't forgotten about himself scaring Paula.,Dennis hasn't forgotten about himself scared Paula.,blimp,principle_A_case_2,binding,,,,626
Nancy forgets about herself working with Todd.,Nancy forgets about herself works with Todd.,blimp,principle_A_case_2,binding,,,,627
Emily hasn't thought about herself exploring some closet.,Emily hasn't thought about herself explored some closet.,blimp,principle_A_case_2,binding,,,,628
Many guys forget about themselves boycotting these committees.,Many guys forget about themselves boycott these committees.,blimp,principle_A_case_2,binding,,,,629
Teenagers who haven't left Tara do implore Joseph's French teacher to alarm the museum.,Teenagers who haven't left Tara does implore Joseph's French teacher to alarm the museum.,blimp,distractor_agreement_relative_clause,subject_verb_agreement,,,,630
That girl that found those ladies wasn't fixing some computers.,That girl that found those ladies weren't fixing some computers.,blimp,distractor_agreement_relative_clause,subject_verb_agreement,,,,631
All libraries that haven't hired Amy weren't judging most waitresses to worry Katherine.,All libraries that haven't hired Amy isn't judging most waitresses to worry Katherine.,blimp,distractor_agreement_relative_clause,subject_verb_agreement,,,,632
Every waiter who would visit some banks conceals who assemble.,Every waiter who would visit some banks conceal who assemble.,blimp,distractor_agreement_relative_clause,subject_verb_agreement,,,,633
Guests who aren't stunning Sara know who isn't laughing.,Guests who aren't stunning Sara knows who isn't laughing.,blimp,distractor_agreement_relative_clause,subject_verb_agreement,,,,634
The students who weren't concealing Guy do forget who dropped by Harvard University.,The students who weren't concealing Guy does forget who dropped by Harvard University.,blimp,distractor_agreement_relative_clause,subject_verb_agreement,,,,635
Some committee that was disturbing those committees helps Veronica.,Some committee that was disturbing those committees help Veronica.,blimp,distractor_agreement_relative_clause,subject_verb_agreement,,,,636
These children that have astounded Carol care for Stacy.,These children that have astounded Carol cares for Stacy.,blimp,distractor_agreement_relative_clause,subject_verb_agreement,,,,637
Every senator who couldn't conceal many actors has changed.,Every senator who couldn't conceal many actors have changed.,blimp,distractor_agreement_relative_clause,subject_verb_agreement,,,,638
These drivers who haven't helped Rose explain some water has frozen.,These drivers who haven't helped Rose explains some water has frozen.,blimp,distractor_agreement_relative_clause,subject_verb_agreement,,,,639
What were Frank and most boys hugging?,What was Frank hugging and most boys?,blimp,coordinate_structure_constraint_object_extraction,island_effects,,,,640
What might Gerald and some actors talk about?,What will Gerald talk about and some actors?,blimp,coordinate_structure_constraint_object_extraction,island_effects,,,,641
Who had Renee and Scott astounded?,Who had Renee astounded and Scott?,blimp,coordinate_structure_constraint_object_extraction,island_effects,,,,642
Who can Monica and Donna flee from?,Who can Monica flee from and Donna?,blimp,coordinate_structure_constraint_object_extraction,island_effects,,,,643
What can Alan and these mirrors annoy?,What should Alan annoy and these mirrors?,blimp,coordinate_structure_constraint_object_extraction,island_effects,,,,644
What were Amy and Kenneth complaining about?,What was Amy complaining about and Kenneth?,blimp,coordinate_structure_constraint_object_extraction,island_effects,,,,645
Who could Laurie and Meredith descend?,Who does Laurie descend and Meredith?,blimp,coordinate_structure_constraint_object_extraction,island_effects,,,,646
What would some children and Richard boycott?,What will some children boycott and Richard?,blimp,coordinate_structure_constraint_object_extraction,island_effects,,,,647
What will many dogs and this rug confuse?,What did many dogs confuse and this rug?,blimp,coordinate_structure_constraint_object_extraction,island_effects,,,,648
What had Raymond and some woman ascended?,What had Raymond ascended and some woman?,blimp,coordinate_structure_constraint_object_extraction,island_effects,,,,649
Only that lamp has ever dimmed.,Even that lamp has ever dimmed.,blimp,only_npi_licensor_present,npi_licensing,,,,650
Only the waiter ever tries to escape from Irene.,Even the waiter ever tries to escape from Irene.,blimp,only_npi_licensor_present,npi_licensing,,,,651
Only an actress would ever litter.,Even an actress would ever litter.,blimp,only_npi_licensor_present,npi_licensing,,,,652
